#100: 	#ame  Not available in demo
#101: 	#ame  Game inactive - waiting for both sides
#102: 	#ame  US
#103: 	#ame  VC
#104: 	#ame  to take ammo
#105: 	#ame  Ammo full
#106: 	#ame  You have to drop
#107: 	#ame  to pick up
#108: 	#ame  You already have
	The SKS (Samozariadnyia Karabin Simonova) was designed during the Second World War by the famous designer, Simonov. First prototypes were used in small numbers against Germans in 1945 but mass production started after the war and the weapon was exported to many countries. Copies were made in China, North Korea, East Germany and Yugoslavia. Estimated production is about 15 million units. It is an accurate and reliable rifle with slightly longer range and accuracy than the famous AK47, which started gradually replacing it but it was not so good for military use due to its lower magazine capacity and lack of automatic fire.
	
	
	
#379: 	#ame Ammo: US .30-06 \n
	Magazine capacity: internal 5 round compartment\n\n
	
	This is an excellent hunting and sniper rifle, crowned "Bolt-action rifle of the century". It is used by hunters worldwide.
	
	
	
#380: 	#ame Ammo: US .30-06 \n
	Magazine capacity: internal 8 round compartment\n
	Overall length: 1103 mm\n
	Barrel length: 610 mm\n
	Weight: 4.32 kg\n\n
	
	The M1 Garand was made famous as an infantry weapon during the Second World War. It was replaced by the newer M14 rifle at the start of the Vietnam conflict. This is the sniper variant of the M1, using an inner magazine with 8 rounds (the standard M1 uses a clip magazine), and fitted with a sniper scope. It is an excellent weapon for experienced sharpshooters, capable of hitting targets at incredibly long ranges.
	
	
	
#381: 	#ame Ammo: 7.62x54mm Rimmed \n
	Magazine capacity: 10\n
	Overall length: 1225 mm\n
	Barrel length: 610 mm\n
	Weight: 4.31 kg\n\n
	
	The Snayperskaya Vintovka Dragunova was the first rifle designed from scratch as a sniper rifle. It was developed in the 1950s and early 1960s. It has an extremely long range.
	
	
	
#382: 	#ame Ammo: 5.56 x 45mm NATO\n
	Magazine capacity: 20 rounds\n
	Rate of Fire: 700-950 rounds per minute\n
	Overall length: 990 mm\n
	Barrel length: 533 mm\n
	Weight: 3.18 kg\n\n
	
	
	Excellent assault rifle developed by Colt. It replaced the M14 as the standard weapon of the US Army. The gun uses a smaller calibre round than other assault rifles. Originaly, the M-16 was shipped as "self-cleaning", but experience soon showed that this gun is quite delicate and must be well cared for. Also, it was recommended having only 18 rounds in the clip, to reduce the risk of jamming.
	
	
	
#383: 	#ame Ammo: 0.45 ACP (or 9mm parabellum) \n
	Magazine capacity: 30\n
	Rate of fire: 400 rounds per minute\n
	Overall length: 745 mm, 570 with folded stock\n
	Barrel length: 203 mm\n\n
	
	The American response to the British Sten Gun. A cheap, simple weapon which  makes a reasonable alternative to the Thompson. Although the US Army doesn't use them any more, a great deal were exported worldwide. Only fires on full-auto.
	
	
	
#384: 	#ame Ammo: 7.62x39mm\n
	Magazine capacity: 30\n
	Rate of Fire: 600 rounds per minute\n
	Overall length: 869 mm\n
	Barrel length: 414 mm\n
	Weight: 4.3 kg\n\n
	
	The Kalashnikov, or AK, is a superb Russian weapon, widely used and manufactured in many countries. It is very reliable and accurate, and can be used in almost any enviroment. It packs serious strength and at close ranges could pierce almost anything. The consequence is that it has a lot of recoil. One of best weapons used by the enemy. Many US soldiers prefered the AK-47, over standard armament, not only for it's great reliability, but also to confuse the enemy - it has a very distinctive sound.
	
	
	
#385: 	#ame Ammo: 7.62mm\n
	Magazine capacity: 71 drum or 35 clip \n
	Rate of Fire: 900 rounds per minute\n
	Overall length: 828 mm\n
	Barrel length: 265 mm\n
	Weight: 3.56 kg\n\n
	
	The famous Soviet Pepeshka was very widely used in the Second World War. It was manufactured in great numbers and shipped to many other countries after the war. Thanks to its large ammo capacity and fast rate of fire, it can be very useful at close ranges.
	
	
	
#386: 	#ame Ammo: 7.62mm\n
	Magazine capacity: 35 clip\n
	Rate of Fire: 700 rounds per minute\n
	Overall length: 808 mm\n
	Barrel length: 254 mm\n
	Weight: 3.33 kg\n\n
	
	Probably the best of the Soviet, Second World War submachine guns. It was designed and issued in Leningrad, during the 900 day siege. After the war, it was widely exported to Asia, China and North Korea.
	
	
	
#387: 	#ame Ammo: 0.45 ACP \n
	Magazine capacity: 30 rounds \n
	Rate of fire: 700 rounds per minute\n
	Overall length: 813 mm\n
	Barrel length: 268 mm\n
	Weight: 4.74 kg\n\n
	
	An improved version of the famous 'Tommy Gun'. Widely used during WW2 where it proved itself as a reliable and powerful firearm.
	The main drawbacks of the weapon are its weight and short effective range.
	
	
	
#388: 	#ame Ammo: 40mm grenade\n
	
	The M79 was designed as a close support weapon for the infantry. It was intended to bridge the gap between the maximum throwing distance of a hand grenade and the lowest range of supporting mortar fire - an area of between 50 and 300 meters. \n
	The M79 is a single shot, shoulder fired, break-barrel loading weapon which fired a spherical 40mm diameter grenade. The M-406 40mm HE grenades fired from the M79 travelled at a muzzle velocity of 75 meters per second and contained enough explosive within a steel casing, that upon impact with the target, it would produce over 300 fragments at 1,524 meters per second.
	
	
	
#389: 	#ame Ammo: 7.62mm NATO\n
	Magazine capacity: Usually 100 rounds\n
	Rate of Fire: 500 – 650 rounds per minute\n
	Overall length: 1105 mm\n
	Barrel length: 560 mm\n
	Weight: 11.1 kg\n\n
	
	The M60 has been the standard general purpose machine gun of the US Army since the 1950s. They are used as a general crew-served weapon or mounted onto helicopters or other vehicles.
	
	
	
#390: 	#ame Ammo: 7.62 x 39 mm\n
	Magazine capacity: 100 round belt placed in drum-like box\n
	Rate of fire: 650 rounds per minute\n\n
	
	Soviet light machine gun, widely used and encountered in Vietnam. It had the advantage of firing the same 7.62mm round used in the AK-47 and SKS.
	 
	
	
#391: 	#ame Ammo: 0.50 cal (12.7 x 99 mm) \n
	Rate of fire: 450-600 rounds per minute\n
	Overall Length: 1650 mm\n
	Barrel length: 1140 mm\n
	Weight: 38 kg\n\n
	
	The Browning M2 .50 calibre (12.7mm) machine gun, from the Second World War, is an automatic, belt-fed, recoil operated, air-cooled, crew-operated machine gun. It may be found mounted on tripods or on choppers.
	
	
	
#392: 	#ame Weight: 392g\n
	Filler: 182 g of Composition B\n
	Fuse: M213\n
	Standard US Army fragmentation grenade with a 4 second timed fuse. It weighs just less than half a kilogram and has a kill radius of 5 metres and a casualty radius of up to 25 metres.
	
	
	
	
	
	
	
#400: 	#ame Did you know that your speed of movement depends on the gun you are carrying? Running with a pistol is faster than running with a machine gun.
#401: 	#ame Did you know that you can aim your gun even if you are completely hidden behind an  obstacle?  If the obstacle is at the right height, you will raise your head and weapon over it, so you can squeeze a few shots at the enemy and than fall back behind cover.
#402: 	#ame Did you know you can lean from behind obstacles?  It’s great when you are hiding behind a tree. You just lean to the left or to the right, fire a  few shots at the enemy  and hide again.
#403: 	#ame Did you know that your accuracy depends on not just if you are aiming, but also on your current stance?  It’s much easier to shoot a machine gun when you are crouching or lying down.  The weapon is also much easier to hold accurately in burst mode.
#404: 	#ame Did you know that you can switch most of your weapons to the single shot mode?  It’s much easier to shoot accurately this way, because your weapon doesn’t move so much with the recoil.
#405: 	#ame Did you know that you can throw grenades in two ways?  When you throw a grenade using the standard shooting key, it will fly high and far away, but you can also use the aim button and you will throw the grenade underarm – so you can roll it along the floor in a room for example.
#406: 	#ame Did you know that you can regulate the grenade throwing strength?  The longer you hold the fire (or aim) key for, the longer the throw will be.
#407: 	#ame Did you know that you can time the explosion of the grenades?  After you pull the pin, the time fuse will start “ticking”. The grenade will explode in about five seconds, so you can wait for say two seconds and then throw the grenade with second key press.  It will land and then explode almost immediately, giving opponents no time to run.
#408: 	#ame Did you know you can cover yourself from grenade explosion if you lie down?  Grenades can kill you in two ways, concussion and with fragments.  If you lie down, you have a chance that the fragments will miss you.
#409: 	#ame Did you know that you can jump over some obstacles only when running?  You must run to the obstacle and press jump before it.  You will then jump on or over it.
#410: 	#ame Did you know that you can walk slowly so that opponents won’t hear you?  You will also shoot more accurately when walking than running.
#411: 	#ame Did you know you must drop your current weapon if you want to pickup another one?  You can have only one weapon of one type at a time – one pistol, one rifle etc..
#412: 	#ame Did you know that you can lie on the ground and then crawl?  The enemy will have a really hard time trying to spot and shoot you…
#413: 	#ame Did you know that you can examine the map or intel documents when you press your Aim key?
#415: 	#ame In the jungle, firefights take place in confined spaces and over short distances. In this type of fighting, if someone can see you, they have a very good chance of shooting you dead. 
#416: 	#ame Did you know that in missions there are a lot of things to use as a cover: Trees, bushes, rocks and logs. Knowing how to identify and use cover is the most useful skill in Vietcong. 
#417: 	#ame Did you know about Lean? - When you are stood upright behind an obstacle, such as a rock or tree, you can use the lean command to pop your head out, and squeeze off a few shots. You can lean both ways, and can lean when you have a weapon aimed, or when the weapon is being fired from the “at-ease” position. You can also throw grenades, or use binoculars when leaning. \n When you have finished firing, or receive incoming fire, you can simply pop back in to cover.
#418: 	#ame Did you know about Prone (Crawling)?  If you are stuck out in the open with very little cover, you will find the prone position the best. It enables you to get behind cover, which is only a few inches tall. You can fire over the obstacle by aiming your weapon. Releasing the aim key will drop you back behind cover. When in the prone position you can only fire your weapon when it is shouldered.
#419: 	#ame Did you know that prone position has the advantage of protecting you against grenades and mortars?  Grenades spray shrapnel over 20 metres; if you are prone you avoid most of this. Anyone caught standing near a grenade impact, will feel it!
#420: 	#ame Did you know about Crouch?  When you find yourself with only medium sized objects to use as cover (large logs, rocks), you will need to drop in to the crouch position. When crouching, your profile is reduced by about half, meaning you can “tuck-in” behind objects half your size. When crouching, you can still fire your weapon over the obstacle. Pull your weapon up in to the aim position, and you will aim over the rock or log etc. You can lose of a few rounds, release the aim key, and duck back down. This is very useful, as your fire is more accurate when crouched and aiming and you can rapidly duck back down when the enemy return fire.
#421: 	#ame Did you know about Hiding?  Using all of the different “stances” to stay hidden is a tactic that is well used in multiplayer. Players find it much easier to spot a moving target! If you stand, crouch or lie still, you blend in with foliage and become hard to spot, crawling in to position may take much longer, but it will keep you hidden from sight. Lying down underneath a bush can be incredibly effective.
#422: 	#ame Did you know about Firing from the hip?  Firing the gun from the hip is the least accurate way to fire you weapon. When in close-quarter combat however, it can be useful. Firstly, you do not have to spend time shouldering the weapon; secondly, you can run and fire from the hip at the same time. The down side is that the accuracy drops drastically, but when face to face with the enemy this is less of a problem. 
#423: 	#ame Did you know about Firing from the shoulder?  When you bring a weapon up in to the “aim” position (shouldered) you are using the sights on the actual weapon. Firing like this can be very accurate. \n The down side is that you have to walk when you have the weapon aimed, making you an easier target, plus, it takes a split second to pull the weapon in to the shoulder. \n When a sniper aims, he will bring the rifle to his shoulder, and look down the scope. Realistically, snipers have to aim for any kind of accuracy.
#424: 	#ame Did you know about Firing from prone?  When you are in the prone position, you can only fire when you have aimed (shouldered) your weapon. Firing like this from prone, gives you the greatest accuracy. You get very little recoil or bullet deviation. The squad machine guns (M-60, Degtarev) are incredibly effective when fired in this manner. \n The one problem, is that you cannot move while firing a weapon from prone. You have to unready the weapon to move anywhere.
